STATION,STATION_NAME,DATE,PRCP,Check
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670118,6,18
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670119,0,19
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670120,9,20
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670121,38,21
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670122,0,22
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670123,17,23
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670124,22,24
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670125,41,25
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670126,55,26
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670127,46,27
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670128,0,28
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670129,0,29
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670130,0,30
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670131,0,31
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670201,30,32
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670202,2,33
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670203,8,34
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670204,0,35
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670205,0,36
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670206,0,37
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670207,0,38
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670208,11,39
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670209,0,40
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670210,0,41
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670211,0,42
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670212,0,43
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670213,0,44
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670214,0,45
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670215,0,46
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670216,33,47
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670217,0,48
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670218,42,49
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670219,257,50
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670220,42,51
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670221,24,52
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670222,2,53
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670223,40,54
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670224,0,55
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670225,23,56
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670226,36,57
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670227,32,58
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670228,164,59
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670301,7,60
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670302,13,61
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670303,0,62
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670304,0,63
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670305,34,64
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670306,0,65
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670307,8,66
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670308,0,67
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670309,63,68
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670310,93,69
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670311,66,70
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670312,106,71
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670313,10,72
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670314,1,73
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670315,8,74
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670316,2,75
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670317,20,76
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670318,24,77
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670319,6,78
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670320,0,79
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670321,0,80
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670322,1,81
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670323,11,82
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670324,0,83
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670325,0,84
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670326,30,85
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670327,68,86
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670328,4,87
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670329,2,88
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670330,5,89
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670331,0,90
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670401,0,91
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670402,19,92
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670403,23,93
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670404,0,94
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670405,121,95
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670406,40,96
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670407,7,97
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670408,0,98
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670409,13,99
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670410,0,100
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670411,0,101
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670412,0,102
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670413,0,103
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670414,0,104
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670415,10,105
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670416,0,106
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670417,0,107
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670418,0,108
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670419,0,109
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670420,0,110
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670421,14,111
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670422,23,112
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670423,88,113
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670424,0,114
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670425,0,115
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670426,0,116
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670427,0,117
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670428,0,118
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670429,0,119
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670430,0,120
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670501,89,121
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670502,5,122
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670503,4,123
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670504,0,124
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670505,20,125
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670506,65,126
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670507,3,127
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670508,25,128
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670509,0,129
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670510,0,130
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670511,2,131
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670512,80,132
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670513,0,133
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670514,116,134
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670515,19,135
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670516,31,136
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670517,2,137
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670518,1,138
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670519,4,139
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670520,0,140
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670521,0,141
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670522,71,142
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670523,0,143
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670524,202,144
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670525,189,145
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670526,10,146
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670527,0,147
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670528,31,148
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670529,0,149
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670530,30,150
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670531,18,151
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670601,0,152
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670602,0,153
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670603,0,154
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670604,0,155
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670605,0,156
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670606,19,157
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670607,140,158
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670608,0,159
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670609,0,160
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670610,0,161
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670611,3,162
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670612,4,163
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670613,0,164
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670614,20,165
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670615,98,166
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670616,0,167
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670617,0,168
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670618,0,169
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670619,144,170
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670620,0,171
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670621,0,172
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670622,0,173
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670623,38,174
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670624,0,175
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670625,5,176
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670626,18,177
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670627,117,178
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670628,9,179
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670629,0,180
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670630,0,181
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670701,0,182
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670702,330,183
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670703,0,184
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670704,0,185
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670705,0,186
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670706,0,187
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670707,62,188
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670708,18,189
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670709,0,190
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670710,0,191
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670711,0,192
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670712,0,193
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670713,6,194
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670714,41,195
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670715,0,196
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670716,0,197
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670717,0,198
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670718,0,199
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670719,15,200
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670720,68,201
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670721,0,202
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670722,9,203
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670723,12,204
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670724,0,205
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670725,0,206
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670726,0,207
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670727,0,208
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670728,8,209
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670729,1,210
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670730,0,211
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670731,66,212
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670801,58,213
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670802,95,214
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670803,0,215
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670804,18,216
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670805,0,217
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670806,0,218
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670807,0,219
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670808,0,220
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670809,13,221
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670810,90,222
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670811,6,223
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670812,147,224
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670813,62,225
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670814,90,226
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670815,31,227
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670816,0,228
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670817,0,229
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670818,0,230
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670819,0,231
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670820,0,232
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670821,0,233
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670822,0,234
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670823,72,235
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670824,10,236
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670825,0,237
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670826,0,238
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670827,0,239
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670828,0,240
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670829,0,241
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670830,0,242
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670831,0,243
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670901,2,244
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670902,0,245
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670903,85,246
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670904,8,247
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670905,51,248
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670906,18,249
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670907,7,250
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670908,18,251
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670909,17,252
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670910,2,253
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670911,0,254
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670912,0,255
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670913,0,256
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670914,216,257
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670915,22,258
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670916,1,259
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670917,0,260
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670918,43,261
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670919,108,262
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670920,152,263
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670921,328,264
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670922,0,265
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670923,0,266
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670924,0,267
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670925,0,268
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670926,0,269
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670927,7,270
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670928,0,271
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670929,0,272
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19670930,6,273
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671001,0,274
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671002,21,275
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671003,31,276
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671004,194,277
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671005,0,278
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671006,6,279
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671007,3,280
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671008,0,281
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671009,0,282
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671010,0,283
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671011,0,284
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671012,0,285
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671013,12,286
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671014,39,287
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671015,258,288
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671016,34,289
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671017,10,290
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671018,3,291
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671019,0,292
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671020,0,293
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671021,3,294
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671022,8,295
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671023,11,296
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671024,118,297
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671025,0,298
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671026,8,299
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671027,200,300
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671028,137,301
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671029,16,302
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671030,23,303
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671031,123,304
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671101,88,305
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671102,7,306
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671103,5,307
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671104,144,308
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671105,84,309
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671106,2,310
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671107,0,311
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671108,0,312
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671109,0,313
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671110,0,314
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671111,28,315
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671112,11,316
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671113,0,317
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671114,87,318
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671115,72,319
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671116,0,320
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671117,0,321
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671118,0,322
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671119,0,323
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671120,0,324
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671121,0,325
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671122,0,326
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671123,0,327
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671124,0,328
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671125,7,329
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671126,101,330
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671127,11,331
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671128,74,332
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671129,38,333
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671130,0,334
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671201,0,335
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671202,0,336
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671203,0,337
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671204,0,338
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671205,6,339
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671206,44,340
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671207,8,341
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671208,0,342
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671209,0,343
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671210,0,344
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671211,0,345
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671212,3,346
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671213,4,347
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671214,4,348
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671215,15,349
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671216,20,350
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671217,5,351
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671218,20,352
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671219,33,353
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671220,0,354
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671221,4,355
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671222,80,356
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671223,252,357
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671224,28,358
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671225,53,359
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671226,0,360
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671227,23,361
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671228,24,362
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671229,6,363
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671230,44,364
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19671231,40,365
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680101,38,1
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680102,2,2
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680103,22,3
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680104,6,4
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680105,108,5
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680106,167,6
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680107,46,7
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680108,5,8
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680109,96,9
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680110,31,10
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680111,23,11
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680112,0,12
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680113,65,13
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680114,36,14
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680115,33,15
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680116,3,16
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680117,76,17
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680118,45,18
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680119,18,19
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680120,0,20
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680121,0,21
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680122,0,22
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680123,0,23
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680124,50,24
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680125,12,25
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680126,4,26
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680127,8,27
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680128,1,28
GHCND:LU000006590,LUXEMBOURG AIRPORT LU,19680129,0,29
